countyfips,Area Type,Ownership,Industry,Annual Average Employment,Annual Total Wages,Total County Employment,Total County Wages,Employment Location Quotient,Wage Location Quotient
01005,County,Private,Leisure and hospitality,5264,53617915,79667,2324740935,0.6593880404295382,0.23016485385237456
01005,County,Private,Manufacturing,28283,861292056,79667,2324740935,3.650333996679605,3.809442929590466
01005,County,Private,Natural resources and mining,2280,93988238,79667,2324740935,2.0544089897897346,2.902214236671337
01005,County,Private,Other services,1168,23557622,79667,2324740935,0.4375206970130106,0.3024064909880277
01005,County,Private,Professional and business services,2695,63390603,79667,2324740935,0.2576085896480079,0.2076492437990554
01005,County,Private,Service-providing,32629,836299980,79667,2324740935,0.6046315561837442,0.5310715451540422
01005,County,Private,"Total, all industries",64690,1843400167,79667,2324740935,0.9689785130129399,0.9462382911233851
01005,County,Private,"Trade, transportation, and utilities",14575,432749956,79667,2324740935,0.9479853016644765,0.9645704947064361
01005,County,State Government,"Total, all industries",5767,212831338,79667,2324740935,2.0788761981908657,2.6291668705626763
01005,County,Total Covered,"Total, all industries",79667,2324740935,79667,2324740935,1.0,1.0
01007,County,Federal Government,"Total, all industries",679,35862852,32804,1026157287,0.9712900665479121,1.6399736364647415
01007,County,Local Government,"Total, all industries",7835,223684809,32804,1026157287,2.2560576019371292,2.059019899365298
01007,County,Private,Construction,4513,215624938,32804,1026157287,2.783134642983647,4.250898555105453
01007,County,Private,Education and health services,2730,67441817,32804,1026157287,0.6077740812786359,0.47997836342808636
01007,County,Private,Financial activities,619,18765437,32804,1026157287,0.3193332642950484,0.3094746380267052
01007,County,Private,Goods-producing,8880,357066175,32804,1026157287,1.6853602966814873,2.16641360265475
01007,County,Private,Information,101,3230917,32804,1026157287,0.14109976685588815,0.14429244533957364
01007,County,Private,Leisure and hospitality,2058,23049584,32804,1026157287,0.6260690227421267,0.22415725866852806
01007,County,Private,Manufacturing,3124,102587256,32804,1026157287,0.9791964154404799,1.0279336258025342
01007,County,Private,Natural resources and mining,1243,38853981,32804,1026157287,2.7200372310988823,2.718016651851682
01007,County,Private,Other services,660,16029966,32804,1026157287,0.6004147533246822,0.4661791981211022
01007,County,Private,Professional and business services,871,35444326,32804,1026157287,0.20219545331824,0.263034565204365
01007,County,Private,Service-providing,13163,326625365,32804,1026157287,0.5923707244409445,0.4698957137827327
01007,County,Private,"Total, all industries",22046,683691540,32804,1026157287,0.8019706209132483,0.7950633447372872
01007,County,Private,"Trade, transportation, and utilities",5673,149409259,32804,1026157287,0.8961020771264432,0.7544580243070504
01007,County,State Government,"Total, all industries",2246,82918086,32804,1026157287,1.9662561206440827,2.320558247733528
01007,County,Total Covered,"Total, all industries",32804,1026157287,32804,1026157287,1.0,1.0
01009,County,Federal Government,"Total, all industries",784,36633112,68360,1965698194,0.5381706198265435,0.8745063175763211
01009,County,Local Government,"Total, all industries",14211,434243154,68360,1965698194,1.9636341288627026,2.086671709486117
01009,County,Private,Construction,4024,128136647,68360,1965698194,1.1908350393435436,1.3187188184569025
01009,County,Private,Education and health services,7118,220064216,68360,1965698194,0.7604352866284173,0.8175963085940664
01009,County,Private,Financial activities,2061,66425482,68360,1965698194,0.5102185596445019,0.5718711537341461
01009,County,Private,Goods-producing,16677,509787714,68360,1965698194,1.5188765282716075,1.6146526963339107
01009,County,Private,Information,563,27156566,68360,1965698194,0.3774314333757991,0.6331254022826697
01009,County,Private,Leisure and hospitality,6115,68951187,68360,1965698194,0.8926846273581789,0.3500487708332264
01009,County,Private,Manufacturing,11753,354838907,68360,1965698194,1.7677965218965936,1.85609408688385
01009,County,Private,Natural resources and mining,901,26812160,68360,1965698194,0.9461353303178894,0.9791415647879519
01009,County,Private,Other services,1603,36614542,68360,1965698194,0.6997867112968064,0.5558671255019424
01009,County,Private,Professional and business services,3484,119985810,68360,1965698194,0.3881111556847013,0.4648288582924026
01009,County,Private,Service-providing,35357,939806392,68360,1965698194,0.7635524297964286,0.7058087936038081
01009,County,Private,"Total, all industries",52032,1449594106,68360,1965698194,0.9082887278131841,0.8800047873917921
01009,County,Private,"Trade, transportation, and utilities",13774,379711642,68360,1965698194,1.04406978654183,1.0009412279844265
01009,County,State Government,"Total, all industries",1335,45227822,68360,1965698194,0.5608366034672612,0.6607633927691547
01009,County,Total Covered,"Total, all industries",68360,1965698194,68360,1965698194,1.0,1.0
01011,County,Federal Government,"Total, all industries",297,13181561,23895,692332886,0.5832508637218489,0.8934245018962308
01011,County,Local Government,"Total, all industries",3074,86388015,23895,692332886,1.2151637757152485,1.1786273648812413
01011,County,Private,Construction,0,0,23895,692332886,0.0,0.0
01011,County,Private,Education and health services,2945,83517554,23895,692332886,0.9000872212429467,0.8809862638498531
01011,County,Private,Financial activities,611,20149185,23895,692332886,0.4327274944185431,0.49251882854046497
01011,County,Private,Goods-producing,10449,290517554,23895,692332886,2.7225401333149324,2.612546408817078
01011,County,Private,Information,24,1078647,23895,692332886,0.046029465564722434,0.07139965352428106
01011,County,Private,Leisure and hospitality,932,11793668,23895,692332886,0.38923557455133007,0.169995562700435
01011,County,Private,Manufacturing,0,0,23895,692332886,0.0,0.0
01011,County,Private,Natural resources and mining,2484,93509929,23895,692332886,7.462340812291233,9.6955687268893
01011,County,Private,Other services,65,1085281,23895,692332886,0.08117841071887025,0.046780134000699455
01011,County,Private,Professional and business services,186,8379787,23895,692332886,0.059276962765542965,0.09217179650260433
01011,County,Private,Service-providing,7434,202965714,23895,692332886,0.459283698285346,0.43278602509027525
01011,County,Private,"Total, all industries",17883,493483268,23895,692332886,0.8930767857183174,0.8505756189080284
01011,County,Private,"Trade, transportation, and utilities",2358,64765822,23895,692332886,0.5113382367908935,0.4847328185423009
01011,County,State Government,"Total, all industries",1913,75384398,23895,692332886,2.299138182654953,3.1269695245972566
01011,County,Total Covered,"Total, all industries",23895,692332886,23895,692332886,1.0,1.0
01013,County,Federal Government,"Total, all industries",341,14155404,52439,1455876679,0.30514478625086144,0.4562508174722929
01013,County,Local Government,"Total, all industries",6587,202688975,52439,1455876679,1.1865095785504705,1.3150538087875072
01013,County,Private,Construction,1729,59549258,52439,1455876679,0.6670160420019031,0.827460844352994
01013,County,Private,Education and health services,7360,241818874,52439,1455876679,1.0250138764563899,1.213031103904695
01013,County,Private,Financial activities,1532,41398988,52439,1455876679,0.49440707711635973,0.4812219739638478
01013,County,Private,Goods-producing,13118,439627889,52439,1455876679,1.5574704715310352,1.8800406607049085
01013,County,Private,Information,1516,33120752,52439,1455876679,1.3248799436633267,1.0425750439982435
01013,County,Private,Leisure and hospitality,6378,75547238,52439,1455876679,1.213762630878615,0.5178424521428268
01013,County,Private,Manufacturing,9545,322554662,52439,1455876679,1.8715745223270404,2.2780556385633517
01013,County,Private,Natural resources and mining,1844,57523969,52439,1455876679,2.52427716535456,2.8363170613427546
01013,County,Private,Other services,1270,23964278,52439,1455876679,0.7227424150380746,0.49121767195574423
01013,County,Private,Professional and business services,2463,58028018,52439,1455876679,0.35767620127504673,0.3035241010623822
01013,County,Private,Service-providing,31415,762811851,52439,1455876679,0.8843988555049491,0.7734964971597347
01013,County,Private,"Total, all industries",44530,1202439740,52439,1455876679,1.0133366559080692,0.9855852393206411
01013,County,Private,"Trade, transportation, and utilities",10897,288933703,52439,1455876679,1.0767727427501748,1.0283598633797963
01013,County,State Government,"Total, all industries",980,36592560,52439,1455876679,0.536696562058752,0.7218140696378752
01013,County,Total Covered,"Total, all industries",52439,1455876679,52439,1455876679,1.0,1.0
01015,County,Federal Government,"Total, all industries",42093,2594266296,385429,13631490836,5.124735640942182,8.930528764891863
01015,County,Local Government,"Total, all industries",49163,1592815784,385429,13631490836,1.2048472047467937,1.1037232245435966
01015,County,Private,Construction,9883,314606231,385429,13631490836,0.5187284813508107,0.4668954599013031
01015,County,Private,Education and health services,38413,1338532902,385429,13631490836,0.7278471230753335,0.7171203166908217
01015,County,Private,Financial activities,10487,386091685,385429,13631490836,0.4604550012590503,0.4793220491960344
01015,County,Private,Goods-producing,64674,2558143598,385429,13631490836,1.044700807094081,1.1683908832113394
01015,County,Private,Information,6435,244618453,385429,13631490836,0.7651311593348245,0.8223895534133832
01015,County,Private,Leisure and hospitality,38576,465300724,385429,13631490836,0.9987952159016177,0.34063872693507247
01015,County,Private,Manufacturing,53439,2200543616,385429,13631490836,1.4256060422207288,1.659862899910507
01015,County,Private,Natural resources and mining,1352,42993751,385429,13631490836,0.25180411699134087,0.22640838357567575
01015,County,Private,Other services,7607,193334225,385429,13631490836,0.5889836659625095,0.42325257475502637
01015,County,Private,Professional and business services,39049,1376881968,385429,13631490836,0.7715171104308399,0.7691895761905032
01015,County,Private,Service-providing,217103,6297781853,385429,13631490836,0.8315472765778904,0.682039875198704
01015,County,Private,"Total, all industries",281777,8855925451,385429,13631490836,0.872401918009751,0.7752576403500964
01015,County,Private,"Trade, transportation, and utilities",76536,2293021896,385429,13631490836,1.0289466946277,0.8716383893850513
01015,County,State Government,"Total, all industries",12396,588483305,385429,13631490836,0.9236221046684084,1.23978943031241
01015,County,Total Covered,"Total, all industries",385429,13631490836,385429,13631490836,1.0,1.0
01017,County,Federal Government,"Total, all industries",427,19113579,69784,2091195906,0.2871296170340793,0.4288972602750898
01017,County,Local Government,"Total, all industries",9824,307119269,69784,2091195906,1.3297514748041592,1.3872359397346534
01017,County,Private,Construction,2334,67078039,69784,2091195906,0.6766135318582261,0.6489053049174224
01017,County,Private,Education and health services,10047,323715324,69784,2091195906,1.0514457610898462,1.130511202327338
01017,County,Private,Financial activities,1730,50776276,69784,2091195906,0.4195372801257577,0.41090974468213975
01017,County,Private,Goods-producing,20182,721368096,69784,2091195906,1.80059043390544,2.147676212605486
01017,County,Private,Information,905,31645568,69784,2091195906,0.5943256107539476,0.6935054856995806
01017,County,Private,Leisure and hospitality,5807,66564577,69784,2091195906,0.8304234704276433,0.3176523738313002
01017,County,Private,Manufacturing,16517,609741071,69784,2091195906,2.4336655940673118,2.9980324017357565
01017,County,Private,Natural resources and mining,1334,44548986,69784,2091195906,1.3722413228494676,1.5292328773862243
01017,County,Private,Other services,1396,40661474,69784,2091195906,0.5969854983910476,0.5802599828106001
01017,County,Private,Professional and business services,5878,181348417,69784,2091195906,0.6414366283095527,0.6603878626876544
01017,County,Private,Service-providing,38204,1005221467,69784,2091195906,0.8081993297872221,0.7096309417828519
01017,County,Private,"Total, all industries",58386,1726589563,69784,2091195906,0.9984086210940831,0.9852577286174932
01017,County,Private,"Trade, transportation, and utilities",12440,310509831,69784,2091195906,0.9237108066711079,0.7693999230057142
01017,County,State Government,"Total, all industries",1152,38373495,69784,2091195906,0.47408231891797215,0.526979565071321
01017,County,Total Covered,"Total, all industries",69784,2091195906,69784,2091195906,1.0,1.0
01019,County,Federal Government,"Total, all industries",450,18574923,40168,1136885973,0.5257003686272798,0.7666834529055991
01019,County,Local Government,"Total, all industries",9004,269117546,40168,1136885973,2.1173529790699295,2.2359551712621277
01019,County,Private,Construction,902,25379821,40168,1136885973,0.4542783253127076,0.45161393445470827
01019,County,Private,Education and health services,2542,91502812,40168,1136885973,0.4621699127955265,0.5877922616579124
01019,County,Private,Financial activities,1349,40721267,40168,1136885973,0.5683450161265335,0.6061563912512816
01019,County,Private,Goods-producing,11554,345803029,40168,1136885973,1.7908481020401552,1.893731839501736
01019,County,Private,Information,429,16450025,40168,1136885973,0.489450537096299,0.6631035909016262
01019,County,Private,Leisure and hospitality,3098,34641826,40168,1136885973,0.7696705221918451,0.30407976186987856
01019,County,Private,Manufacturing,8750,274688475,40168,1136885973,2.239821647176912,2.4843290808319964
01019,County,Private,Natural resources and mining,1902,45734733,40168,1136885973,3.3990756266900393,2.887751133633653
01019,County,Private,Other services,558,10647728,40168,1136885973,0.4145607805919338,0.27949514161439926
01019,County,Private,Professional and business services,1035,25752240,40168,1136885973,0.1962186011182525,0.17249564574077353
01019,County,Private,Service-providing,18452,476183973,40168,1136885973,0.6781546540854378,0.6183343525330599
01019,County,Private,"Total, all industries",30005,821987002,40168,1136885973,0.8913923070260716,0.8627868175455671
01019,County,Private,"Trade, transportation, and utilities",9444,256468075,40168,1136885973,1.218280446211051,1.1689283927747383
01019,County,State Government,"Total, all industries",707,27206502,40168,1136885973,0.5054711164533404,0.6872471346973376
01019,County,Total Covered,"Total, all industries",40168,1136885973,40168,1136885973,1.0,1.0
01021,County,Federal Government,"Total, all industries",572,22816857,69608,2025240242,0.38560517107917885,0.5286707082433183
01021,County,Local Government,"Total, all industries",11925,361451993,69608,2025240242,1.6182187106567885,1.6858233378261385
01021,County,Private,Construction,4949,163926843,69608,2025240242,1.438314918556189,1.6374543965855226
01021,County,Private,Education and health services,6229,184055364,69608,2025240242,0.653529967577433,0.6637098487317618
01021,County,Private,Financial activities,2657,91166732,69608,2025240242,0.6459705419804095,0.7617985707398742
01021,County,Private,Goods-producing,19267,651538957,69608,2025240242,1.7233025786965979,2.002951512887216
01021,County,Private,Information,714,24150918,69608,2025240242,0.4700789258440699,0.5464983066688053
01021,County,Private,Leisure and hospitality,6461,73328026,69608,2025240242,0.9262841528173029,0.361324236965624
01021,County,Private,Manufacturing,12213,423744371,69608,2025240242,1.804050932236683,2.1513594907032547
01021,County,Private,Natural resources and mining,2107,63867743,69608,2025240242,2.1728808034582796,2.263786907496019
01021,County,Private,Other services,1596,37287711,69608,2025240242,0.6842392046244326,0.5494439534582142
01021,County,Private,Professional and business services,1920,47499021,69608,2025240242,0.21004971994804442,0.17860275098025566
01021,County,Private,Service-providing,35722,905187969,69608,2025240242,0.757603756707676,0.6598234310351812
01021,County,Private,"Total, all industries",54992,1556726926,69608,2025240242,0.9427484305640137,0.9172576613856902
01021,County,Private,"Trade, transportation, and utilities",16149,447700197,69608,2025240242,1.2021481226526372,1.1454661000381643
01021,County,State Government,"Total, all industries",2120,84244466,69608,2025240242,0.8746490808840537,1.1945985197308537
01021,County,Total Covered,"Total, all industries",69608,2025240242,69608,2025240242,1.0,1.0
01023,County,Federal Government,"Total, all industries",239,8152127,29472,1293728544,0.3805347030158883,0.29568803604229393
01023,County,Local Government,"Total, all industries",3508,99852886,29472,1293728544,1.1243148904549085,0.7290468665062819
01023,County,Private,Construction,1327,46234773,29472,1293728544,0.9108712640450658,0.7229716313622917
01023,County,Private,Education and health services,2994,89557815,29472,1293728544,0.7419053778866976,0.5055529637259375
01023,County,Private,Financial activities,835,22910361,29472,1293728544,0.47946529986543623,0.2996878160583285
01023,County,Private,Goods-producing,13402,878154639,29472,1293728544,2.8311742601761503,4.226048100051329
01023,County,Private,Information,265,7572417,29472,1293728544,0.4120671472249032,0.26823972003799057
01023,County,Private,Leisure and hospitality,1354,14122524,29472,1293728544,0.4584718808171916,0.1089363475103951
01023,County,Private,Manufacturing,8849,669123619,29472,1293728544,3.087238486000178,5.31800563036461
01023,County,Private,Natural resources and mining,1921,65498307,29472,1293728544,4.67894865571159,3.634272077736423
01023,County,Private,Other services,708,12875542,29472,1293728544,0.7168988306409225,0.2970000910323367
01023,County,Private,Professional and business services,705,16318161,29472,1293728544,0.18216273671534192,0.09605237046597573
01023,County,Private,Service-providing,11578,284519998,29472,1293728544,0.5799485217049792,0.3246647555770327
01023,County,Private,"Total, all industries",24979,1162674637,29472,1293728544,1.0113952238796475,1.0724338103192472
01023,County,Private,"Trade, transportation, and utilities",4719,121163178,29472,1293728544,0.8296823903694956,0.48528738204099486
01023,County,State Government,"Total, all industries",744,23048894,29472,1293728544,0.7249707185665807,0.5116395039460607
01023,County,Total Covered,"Total, all industries",29472,1293728544,29472,1293728544,1.0,1.0
01025,County,Federal Government,"Total, all industries",725,35060510,69044,2209109205,0.4927402492159562,0.7447440119946133
01025,County,Local Government,"Total, all industries",11553,344401541,69044,2209109205,1.580544820063307,1.4726036990201201
01025,County,Private,Construction,2293,73367288,69044,2209109205,0.6718522837789322,0.6718633753187054
01025,County,Private,Education and health services,7554,222635576,69044,2209109205,0.7990194814929561,0.7360099913419607
01025,County,Private,Financial activities,3368,120779726,69044,2209109205,0.8255178219736607,0.9252459002337815
01025,County,Private,Goods-producing,19360,848493111,69044,2209109205,1.745765896209567,2.391320194455424
01025,County,Private,Information,549,16734379,69044,2209109205,0.36439979683143137,0.3471555725530922
01025,County,Private,Leisure and hospitality,4795,50753462,69044,2209109205,0.6930527901606476,0.22927258897051814
01025,County,Private,Manufacturing,14244,680679623,69044,2209109205,2.121248821833926,3.1681895514255825
01025,County,Private,Natural resources and mining,2824,94446200,69044,2209109205,2.936089376483103,3.0690066313248514
01025,County,Private,Other services,1497,31986156,69044,2209109205,0.6470384352049138,0.43209484842387147
01025,County,Private,Professional and business services,1589,46659335,69044,2209109205,0.17525805479614132,0.16084271426338714
01025,County,Private,Service-providing,34131,853690656,69044,2209109205,0.7297743217347649,0.5704910712308564
01025,County,Private,"Total, all industries",53491,1702183767,69044,2209109205,0.9245070601106322,0.919485146909506
01025,County,Private,"Trade, transportation, and utilities",14782,364142022,69044,2209109205,1.109375978307733,0.8541322454484704
01025,County,State Government,"Total, all industries",3278,127463387,69044,2209109205,1.363452913143006,1.65701106321496
01025,County,Total Covered,"Total, all industries",69044,2209109205,69044,2209109205,1.0,1.0
01027,County,Federal Government,"Total, all industries",414,19267950,33330,932036351,0.5828690613399018,0.9700824235624024
01027,County,Local Government,"Total, all industries",7274,191206187,33330,932036351,2.061465017734244,1.9377916330188032
01027,County,Private,Construction,608,16741304,33330,932036351,0.3690319367923197,0.3633725517547615
01027,County,Private,Education and health services,2113,53657524,33330,932036351,0.4629888317761954,0.4204400792543183
01027,County,Private,Financial activities,878,32696724,33330,932036351,0.44579943827494506,0.5936790246866192
01027,County,Private,Goods-producing,16413,496556687,33330,932036351,3.065908941217123,3.316977915860025
01027,County,Private,Information,117,4756946,33330,932036351,0.16087267141873937,0.23389831658084714
01027,County,Private,Leisure and hospitality,966,9160300,33330,932036351,0.2892314144312917,0.0980800085001365
01027,County,Private,Manufacturing,14991,456960883,33330,932036351,4.62467143784225,5.041174921017381
01027,County,Private,Natural resources and mining,814,22854500,33330,932036351,1.7531521731846493,1.7602299116069906
01027,County,Private,Other services,304,5495338,33330,932036351,0.2721902050519195,0.17595263761628577
01027,County,Private,Professional and business services,337,8475904,33330,932036351,0.07699714479839158,0.06925214218552932
01027,County,Private,Service-providing,8656,203837256,33330,932036351,0.3833958813512236,0.32286147199245857
01027,County,Private,"Total, all industries",25065,700393943,33330,932036351,0.8974036967614526,0.8967367940665729
01027,County,Private,"Trade, transportation, and utilities",3688,82195572,33330,932036351,0.5733596183539558,0.45696935307211306
01027,County,State Government,"Total, all industries",576,21168271,33330,932036351,0.49630003815439194,0.6522433722279557
01027,County,Total Covered,"Total, all industries",33330,932036351,33330,932036351,1.0,1.0
01029,County,Federal Government,"Total, all industries",427,20123242,19931,643684060,1.0053210172648732,1.4670035730776836
01029,County,Local Government,"Total, all industries",5361,155397686,19931,643684060,2.5407077036703387,2.2803934206644563
01029,County,Private,Construction,2688,134410542,19931,643684060,2.7283234899249607,4.224314702539854
01029,County,Private,Education and health services,554,18478325,19931,643684060,0.20299577890047518,0.20965063321617583
01029,County,Private,Financial activities,482,15687720,19931,643684060,0.4092590235774292,0.4124462786071152
01029,County,Private,Goods-producing,7601,300822232,19931,643684060,2.3743691426239932,2.9096702316242977
01029,County,Private,Information,67,2583987,19931,643684060,0.15405558204519312,0.18397096884130873
01029,County,Private,Leisure and hospitality,980,9591393,19931,643684060,0.4906825744540743,0.1487005518932288
01029,County,Private,Manufacturing,4225,147321926,19931,643684060,2.1796322098557988,2.353315885398605
01029,County,Private,Natural resources and mining,689,19089764,19931,643684060,2.4815364340707857,2.1289150298070756
01029,County,Private,Other services,320,8970701,19931,643684060,0.47913192801377785,0.41589897484006316
01029,County,Private,Professional and business services,214,5300078,19931,643684060,0.08176448732279237,0.06270317619306828
01029,County,Private,Service-providing,5613,138609041,19931,643684060,0.4157492381982271,0.3178954509677056
01029,County,Private,"Total, all industries",13215,439431273,19931,643684060,0.7912132240041779,0.814654884011654
01029,County,Private,"Trade, transportation, and utilities",2998,77996837,19931,643684060,0.7794244820206251,0.6278786853429308
01029,County,State Government,"Total, all industries",930,28731859,19931,643684060,1.3400191295967505,1.281882181554278
01029,County,Total Covered,"Total, all industries",19931,643684060,19931,643684060,1.0,1.0
01031,County,Federal Government,"Total, all industries",1615,85801032,117968,3326533785,0.6424129488474882,1.2103376665572958
01031,County,Local Government,"Total, all industries",15094,476591745,117968,3326533785,1.208587548002953,1.3532952686127182
01031,County,Private,Construction,3942,110500226,117968,3326533785,0.6760021703987601,0.6719963506697187
01031,County,Private,Education and health services,15683,493541429,117968,3326533785,0.9708927489344356,1.0835226825639546
01031,County,Private,Financial activities,5303,168485725,117968,3326533785,0.7607425802208194,0.857139456072258
01031,County,Private,Goods-producing,30352,852773977,117968,3326533785,1.6018789451823865,1.5960577327265677
01031,County,Private,Information,1101,34901178,117968,3326533785,0.42771534148936435,0.48081706456243806
01031,County,Private,Leisure and hospitality,11483,129515868,117968,3326533785,0.9713926138820873,0.388539064841996
01031,County,Private,Manufacturing,24232,669770064,117968,3326533785,2.112081326021173,2.07023376165233
01031,County,Private,Natural resources and mining,2178,72503687,117968,3326533785,1.3253304678346562,1.5645832507088777
01031,County,Private,Other services,2784,68710117,117968,3326533785,0.704270078139925,0.6164004857478652
01031,County,Private,Professional and business services,7583,260230747,117968,3326533785,0.4895047080709297,0.5957262038596565
01031,County,Private,Service-providing,67372,1785110808,117968,3326533785,0.8431031898720807,0.7922071356118426
01031,County,Private,"Total, all industries",97722,2637884785,117968,3326533785,0.9885157405172742,0.9462793072727609
01031,County,Private,"Trade, transportation, and utilities",23441,629725744,117968,3326533785,1.029635296390175,0.9809141812465548
01031,County,State Government,"Total, all industries",3540,126256223,117968,3326533785,0.8617795504125652,1.0899786552107062
01031,County,Total Covered,"Total, all industries",117968,3326533785,117968,3326533785,1.0,1.0
01033,County,Federal Government,"Total, all industries",9456,749087590,172386,6329882185,2.574017215122993,5.553195353618993
01033,County,Local Government,"Total, all industries",27653,924390243,172386,6329882185,1.5152289083869295,1.3794237921291768
01033,County,Private,Construction,11940,529987647,172386,6329882185,1.4011932005661383,1.6938143476355196
01033,County,Private,Education and health services,14577,593129060,172386,6329882185,0.6175505217185263,0.6843210628927319
01033,County,Private,Financial activities,6382,225951758,172386,6329882185,0.6265202636329865,0.6040882835599306
01033,County,Private,Goods-producing,44986,2026037773,172386,6329882185,1.6247329289499284,1.9927761065415361
01033,County,Private,Information,928,42589005,172386,6329882185,0.24670486242426676,0.3083426443899607
01033,County,Private,Leisure and hospitality,14457,160992004,172386,6329882185,0.8369120812471166,0.25381210345972605
01033,County,Private,Manufacturing,31880,1446400636,172386,6329882185,1.9015244465333214,2.349516884161104
01033,County,Private,Natural resources and mining,1168,49649490,172386,6329882185,0.4863751451399767,0.5630535333397573
01033,County,Private,Other services,4824,121304703,172386,6329882185,0.8351020108531568,0.5718949148039181
01033,County,Private,Professional and business services,9986,262280760,172386,6329882185,0.44113305643762624,0.3155373983843876
01033,County,Private,Service-providing,84137,2410572681,172386,6329882185,0.7205274639134338,0.5621990567923136
01033,County,Private,"Total, all industries",129122,4436610454,172386,6329882185,0.8938274968255489,0.8363944269296963
01033,County,Private,"Trade, transportation, and utilities",32988,1004325391,172386,6329882185,0.9915748365400543,0.8221485958388138
01033,County,State Government,"Total, all industries",6157,219793898,172386,6329882185,1.0257093157133352,0.9971882287313202
01033,County,Total Covered,"Total, all industries",172386,6329882185,172386,6329882185,1.0,1.0
01035,County,Federal Government,"Total, all industries",261,9723215,29172,889861055,0.41983658289016634,0.5127358275673686
